Lover (Remix) [feat. Shawn Mendes],Taylor Swift,pop,2019,205,60,45,-7,9,42,221,14,34,86
Tusa,KAROL G,latin,2019,101,72,80,-3,6,57,201,41,3,61
Vor der Tür,Gzuz,deep german hip hop,2019,101,73,86,-6,10,20,171,67,4,89
105 F Remix,KEVVO,perreo,2019,100,75,90,-7,29,74,464,6,9,67
Adu Rayu,Yovie Widianto,indonesian pop,2019,100,37,56,-12,11,22,208,12,4,97
B11 (feat. Myke Towers),Rvssian,latin,2019,100,72,76,-5,13,20,252,9,14,77
Blanco,J Balvin,latin,2019,100,71,87,-5,9,59,146,2,7,81
Chandigarh Mein,Badshah,desi hip hop,2019,100,87,81,-2,7,34,205,9,4,85
Dance Like,Harrdy Sandhu,desi pop,2019,100,82,86,-3,30,54,172,82,3,84
"Naah Goriye (From ""Bala"")",B Praak,desi pop,2019,100,77,82,-2,6,72,185,59,24,82
Reste,Maître Gims,french hip hop,2019,100,54,75,-7,10,69,232,22,25,51
"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,desi pop,2019,100,77,84,-5,37,34,147,7,6,81
Takeaway,The Chainsmokers,electropop,2019,100,51,53,-8,10,35,210,59,6,64
Ya No Mas,Fer Palacio,NA,2019,100,68,80,-6,7,88,158,38,5,72
Adore You,Harry Styles,dance pop,2019,99,77,68,-4,10,57,207,47,5,70
Con Altura,ROSALÍA,r&b en espanol,2019,98,69,88,-4,5,75,162,77,4,92
Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,45,4,62
Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,italian hip hop,2019,98,63,80,-9,9,39,164,10,4,58
Méchant,Niska,french hip hop,2019,98,80,53,-4,37,41,191,99,3,61
Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,basshall,2019,98,62,84,-7,10,51,188,0,5,51
Loin de moi,Naza,francoton,2019,97,46,89,-8,6,50,144,11,4,52
Ayy Macarena,Tyga,pop rap,2019,96,63,82,-6,7,72,132,7,3,75
Der Bratan bleibt der gleiche,Capital Bra,german hip hop,2019,96,70,61,-4,57,67,192,14,8,59
Fresa,TINI,latin pop,2019,96,87,78,-3,10,86,166,2,10,87
Hasta Que Salga el Sol,Ozuna,latin,2019,96,82,83,-5,13,60,188,12,8,68
It's You,Ali Gatie,canadian hip hop,2019,96,46,73,-7,19,40,213,33,10,79
Mean It,Lauv,pop,2019,96,45,75,-9,17,34,233,27,29,83
Verte Ir,DJ Luian,latin,2019,96,65,86,-4,8,55,268,3,5,62
BRAVI A CADERE - I polmoni,Marracash,italian hip hop,2019,95,69,61,-6,10,28,200,13,12,84
Chal Bombay,DIVINE,desi hip hop,2019,95,62,86,-7,12,51,174,15,9,93
GANG (feat. Geolier),Samurai Jay,italian hip hop,2019,95,46,80,-11,21,58,162,64,24,77
"Hauli Hauli (From ""De De Pyaar De"")",Garry Sandhu,bhangra,2019,95,98,71,-3,34,57,209,52,4,53
How to Make Gravy,Paul Kelly,australian alternative rock,2019,95,72,40,-7,25,39,269,84,5,99
Indeciso,Reik,latin,2019,95,75,74,-5,11,90,217,50,5,92
Mami,Paloma Mami,latin pop,2019,95,72,80,-6,17,51,195,25,4,80
Oye,TINI,latin pop,2019,95,51,68,-8,18,26,173,81,9,87
Tak Ingin Pisah Lagi,Marion Jola,indonesian pop,2019,95,40,66,-6,14,34,266,56,3,92
Watermelon Sugar,Harry Styles,dance pop,2019,95,82,55,-4,34,56,174,17,29,77
Con Calma,Daddy Yankee,latin,2019,94,86,74,-3,6,66,193,37,3,90
Easy - Remix,Jhay Cortez,latin,2019,94,75,89,-4,15,44,220,32,13,77
Fantasias,Rauw Alejandro,latin,2019,94,70,88,-4,6,79,200,19,3,85
Fuera De Mi Mente,Lérica,spanish pop,2019,94,94,74,-2,5,70,181,94,4,80
"Mummy Nu Pasand (From ""Jai Mummy Di"")",Sunanda Sharma,desi pop,2019,94,97,78,0,35,80,185,49,9,69
Piropo,Noriel,latin,2019,94,75,87,-6,4,77,220,9,6,63
Que Tire Pa Lante,Daddy Yankee,latin,2019,94,90,66,-3,12,71,211,44,30,85
Si Se Da - Remix,Myke Towers,latin,2019,94,67,82,-6,13,77,332,18,4,54
"Tera Ban Jaunga (From ""Kabir Singh"")",Akhil Sachdeva,desi pop,2019,94,53,61,-6,13,40,236,44,3,76
Alguien Me Gusta,Andy Rivera,latin,2019,93,52,67,-4,37,81,169,49,10,83
Aventurero,Yeison Jimenez,colombian pop,2019,93,63,85,-4,13,90,190,28,19,52
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,66,31,65
Hakujitsu,King Gnu,j-pop,2019,93,90,61,-3,29,75,275,4,4,78
Ik Tera,Maninder Buttar,desi pop,2019,93,71,83,-5,11,49,161,29,7,74
QUE PRETENDES,J Balvin,latin,2019,93,79,64,-4,36,94,222,3,3,73
Aventura,Lunay,latin,2019,92,73,73,-3,10,88,217,4,24,75
Chiasso,Random,italian hip hop,2019,92,45,72,-13,10,46,182,26,5,84
Cuerpo en Venta,Noriel,latin,2019,92,60,70,-6,10,41,254,70,6,75
Location Unknown <U+25D0> - Brooklyn Session,HONNE,uk pop,2019,92,29,51,-7,8,40,328,91,4,79
menina solta,Giulia Be,pop nacional,2019,92,56,63,-7,16,67,150,89,3,75
Never Seen The Rain,Tones and I,australian pop,2019,92,46,67,-6,28,27,201,3,25,88
No Me Conoce - Remix,Jhay Cortez,latin,2019,92,79,81,-4,9,58,309,3,15,90
Pretender,Official HIGE DANdism,anime rock,2019,92,87,54,-3,14,37,327,52,3,75
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,61,13,85
Soltera - Remix,Lunay,latin,2019,92,78,80,-4,44,80,266,1,6,53
Vete,Bad Bunny,latin,2019,92,67,89,-4,10,53,192,5,8,91
"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,92,76,78,-3,14,58,201,2,4,85
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,54,6,82
"10,000 Hours (with Justin Bieber)",Dan + Shay,contemporary country,2019,90,63,65,-5,11,43,168,70,4,71
COLT,Samra,german hip hop,2019,90,53,54,-6,10,18,180,37,22,74
I Love You 3000,Stephanie Poetri,indonesian pop,2019,90,38,65,-8,39,41,210,56,4,64
Imaginaste - Remix,Jhay Cortez,latin,2019,90,71,85,-5,34,60,247,53,29,66
Pa' Olvidarme De Ella,Piso 21,colombian pop,2019,90,54,73,-5,14,64,227,30,4,69
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,90,52,76,-4,7,93,158,56,7,65
"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,modern bollywood,2019,90,40,47,-7,15,35,249,1,5,69
Vaaste,Dhvani Bhanushali,desi pop,2019,90,48,44,-6,10,32,196,1,6,67
Nur zur Info,Ufo361,german cloud rap,2019,89,37,73,-12,11,23,142,18,9,95
ch1 5ei te,tha Supreme,trap italiana,2019,88,78,49,-6,16,32,184,13,8,96
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,latin,2019,88,65,75,-3,11,48,233,4,8,52
Sigues Con El,Dimelo Flow,latin,2019,88,67,88,-3,7,68,227,25,15,80
Haa Tepok,MeerFly,malaysian hip hop,2019,87,50,85,-12,15,68,211,35,20,94
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,desi pop,2019,87,38,72,-8,13,48,201,8,6,76
God Bless (feat. Damso),Hamza,belgian hip hop,2019,83,57,86,-10,6,23,162,58,4,97
Nyaman,Andmesh,indonesian pop,2019,83,31,54,-11,15,46,227,3,7,97
CRUDELIA - I nervi,Marracash,italian hip hop,2019,82,55,55,-8,34,7,231,61,3,88
Ma belle,Moha La Squale,french hip hop,2019,82,66,74,-6,9,47,158,75,22,86
100 Degrees,Rich Brian,indonesian hip hop,2019,81,65,76,-5,52,66,166,19,9,81
Adicto (with Anuel AA & Ozuna),Tainy,pop reggaeton,2019,80,84,73,-5,18,62,271,50,3,86
Filhall,B Praak,desi pop,2019,80,66,53,-4,13,59,255,91,4,89
Hikoutei,King Gnu,j-pop,2019,80,85,47,-3,33,49,262,12,4,74
Lebih Dari Egoku,Mawar De Jongh,indonesian pop,2019,80,39,67,-8,10,33,249,17,44,75
Selamat (Selamat Tinggal),Virgoun,indonesian pop,2019,80,58,36,-9,12,37,314,10,4,87
Never Go Back,Dennis Lloyd,israeli pop,2019,79,65,42,-5,11,73,175,10,36,87
Holly & Benji (feat. Capo Plaza & Shiva),AVA,italian hip hop,2019,78,79,42,-6,11,50,220,4,9,89
Bicara (feat. Monita Tahalea),TheOvertunes,indonesian pop,2019,77,37,57,-9,8,37,236,32,3,92
Block,Larry,french hip hop,2019,77,74,72,-7,41,71,157,96,4,89
Christmas Time,Bryan Adams,album rock,2019,77,58,50,-4,10,32,243,94,3,78
"Duniyaa (From ""Luka Chuppi"")",Akhil,desi pop,2019,77,66,44,-6,13,52,223,25,4,55
HIGHEST IN THE ROOM,Travis Scott,rap,2019,76,43,60,-9,21,6,176,15,5,73
Quarta Cadeira - Ao Vivo,Matheus & Kauan,pop nacional,2019,76,82,56,-5,62,60,224,10,9,81
Unfaithful,Dennis Lloyd,israeli pop,2019,76,57,64,-5,25,42,141,79,3,76
Compliqué,Dadju,francoton,2019,75,74,70,-7,16,93,215,76,6,88
No Te Debí Besar,C. Tangana,trap espanol,2019,75,68,67,-6,18,62,183,5,5,78
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,desi pop,2019,70,40,43,-8,11,31,285,0,5,88
La Difícil,Camilo,colombian pop,2019,65,36,68,-7,16,55,159,56,10,90
m12ano - feat. Mara Sattei,tha Supreme,trap italiana,2019,65,51,58,-6,8,48,188,64,14,79
No Te Creas Tan Importante - En Vivo,Damas Gratis,cumbia villera,2018,175,76,30,-5,88,67,240,13,37,83
Proper Patola,Badshah,desi hip hop,2018,172,82,77,-6,32,49,179,5,9,88
Espaçosa Demais - Ao Vivo,Felipe Araújo,funk carioca,2018,160,89,68,-4,23,71,179,15,10,80
Solteiro Não Trai - Ao Vivo,Gustavo Mioto,sertanejo,2018,158,83,49,-3,96,60,187,12,7,81
Sayonara Elegy,Masaki Suda,anime rock,2018,155,93,47,-3,28,62,257,81,3,84
One Only,Pamungkas,indonesian indie,2018,145,52,25,-6,9,11,255,27,35,77
Kenangan Manis,Pamungkas,indonesian indie,2018,140,68,60,-7,9,72,208,38,10,64
Tolong,Budi Doremi,indonesian pop,2018,136,20,44,-12,10,24,250,1,8,97
Calma - Remix,Pedro Capó,latin,2018,127,77,83,-4,14,76,238,22,8,82
Falling,Trevor Daniel,alternative r&b,2018,127,43,78,-9,9,24,159,16,30,85
Lençol Dobrado,João Gustavo e Murilo,funk carioca,2018,125,66,71,-5,33,67,179,69,9,100
Can We Kiss Forever?,Kina,pop,2018,110,13,52,-19,9,12,188,15,25,81
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,106,75,74,-5,22,45,192,61,5,63
Te Vi,Piso 21,colombian pop,2018,102,78,88,-4,9,71,232,10,6,65
Paprika,Foorin,kodomo no ongaku,2018,101,77,75,-5,77,73,208,15,4,68
Tanpa Tergesa,Juicy Luicy,indonesian pop,2018,96,29,70,-7,11,45,218,42,5,77
Algún Día Volveras,Santaferia,cumbia chilena,2018,94,71,65,-4,5,69,254,44,13,81
comethru,Jeremy Zucker,pop,2018,94,18,80,-12,62,61,182,50,9,59
Nunca Es Suficiente,Los Angeles Azules,grupera,2018,94,50,80,-6,9,80,266,12,18,79
Walking with you,Novelbright,j-pop,2018,93,97,42,-1,53,50,223,36,4,83
Me Vas a Extrañar - En Vivo,Damas Gratis,cumbia villera,2018,88,81,42,-5,70,64,239,33,17,75
Lucid Dreams,Juice WRLD,chicago rap,2018,84,57,51,-7,34,22,240,52,3,51
Sakhiyaan,Maninder Buttar,desi pop,2018,83,67,71,-6,20,36,179,16,4,87
Pilu Membiru,Kunto Aji,indonesian indie,2018,82,27,36,-11,12,5,252,56,19,72
I Love You but I'm Letting Go,Pamungkas,indonesian indie,2018,80,32,39,-9,11,13,220,16,3,72
Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,61,6,86
Mary's Boy Child / Oh My Lord,Boney M.,disco,2017,113,72,78,-9,20,93,241,29,6,72
Nevermind,Dennis Lloyd,israeli pop,2017,100,69,60,-8,41,8,157,55,5,68
Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,39,12,88
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,dance pop,2017,93,87,64,-4,12,91,157,11,6,88
El Bombón,Los Palmeras,argentine rock,2016,164,77,74,-5,8,87,204,19,4,99
Hallelujah,Pentatonix,a cappella,2016,119,38,32,-7,34,37,269,35,43,83
"Baby, It's Cold Outside",Brett Eldredge,contemporary country,2016,114,57,58,-5,27,68,174,81,3,66
Una Cerveza,Rafaga,cumbia chilena,2016,98,91,75,-2,9,76,241,38,8,86
La Cola,Los Palmeras,argentine rock,2016,93,79,78,-5,12,87,169,16,5,79
Santa Tell Me,Ariana Grande,dance pop,2014,192,62,53,-7,29,59,204,98,3,75
Waktu Yang Salah,Fiersa Besari,indonesian indie,2014,130,28,67,-11,10,30,326,26,3,65
Adonay,Rodolfo Aicardi,classic colombian pop,2014,118,66,76,-6,6,97,187,8,9,94
Celengan Rindu,Fiersa Besari,indonesian indie,2014,117,54,64,-8,14,66,224,13,3,87
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,hollywood,2014,113,48,55,-9,28,56,166,2,3,88
April,Fiersa Besari,indonesian indie,2014,80,47,36,-8,19,57,264,34,4,81
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,75,18,44,-9,32,34,171,47,3,72
Underneath the Tree,Kelly Clarkson,dance pop,2013,160,81,51,-5,21,69,230,25,19,78
Santa Baby,Ariana Grande,dance pop,2013,96,78,75,-6,28,77,171,24,9,85
Daniela,Rodolfo Aicardi,classic colombian pop,2012,142,56,62,-7,18,93,198,82,3,53
Traicionera,Pastor Lopez,cumbia,2012,130,59,78,-5,19,96,215,1,6,64
La Burrita,Los Corraleros De Majagual,cumbia,2012,127,63,86,-5,8,95,157,11,4,76
El Hijo Ausente,Pastor Lopez,cumbia,2012,107,73,76,-6,13,85,173,99,4,84
Loquito por Ti,Armando Hernandez,chicha,2012,107,76,79,-4,5,86,287,5,7,76
Ojitos Hechiceros,Rodolfo Aicardi,classic colombian pop,2012,107,69,79,-7,14,62,220,4,32,68
Cariñito,Rodolfo Aicardi,classic colombian pop,2012,106,57,68,-6,8,95,227,17,33,73
Tabaco y Ron,Rodolfo Aicardi,classic colombian pop,2012,103,77,76,-7,11,96,243,46,15,83
Golpe Con Golpe,Pastor Lopez,cumbia,2012,102,62,75,-7,6,97,214,41,4,67
Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,100,83,60,-6,8,98,150,1,21,76
Mistletoe,Justin Bieber,canadian pop,2011,162,56,66,-9,8,85,183,89,4,84
Holly Jolly Christmas,Michael Bublé,adult standards,2011,151,43,61,-9,9,74,122,16,10,77
Jingle Bells (feat. The Puppini Sisters),Michael Bublé,adult standards,2011,123,58,71,-6,14,83,162,32,5,87
It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,93,22,33,-11,34,36,207,60,31,92
I'll Be Home for Christmas,Michael Bublé,adult standards,2011,82,11,25,-14,16,15,268,34,9,72
Las Caleñas,Pastor Lopez Y Su Combo,cumbia,2010,204,74,55,-7,8,94,212,44,26,77
Wherever you are,ONE OK ROCK,j-pop,2010,174,69,38,-5,34,29,296,9,10,87
Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,147,61,33,-11,77,40,214,19,37,92
Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,25,80
En Barranquilla Me Quedo,Joe Arroyo,cumbia,2009,104,79,62,-6,9,75,312,90,4,87
HANABI,Mr.Children,j-pop,2008,112,77,64,-6,12,60,343,29,28,65
"Navidad, Navidad",Luis Miguel,bolero,2006,173,84,52,-4,16,75,155,56,3,68
Santa Claus Llegó a La Ciudad,Luis Miguel,bolero,2006,170,85,52,-2,33,72,116,73,3,67
Las Cuatro Fiestas,Diomedes Diaz,cumbia,2006,131,92,51,-5,15,97,275,14,8,87
Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,cumbia,2006,112,79,79,-4,4,70,211,3,13,87
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,adult standards,2006,102,25,57,-15,20,41,166,9,11,85
The Best Side Of Life,Sarah Connor,german pop,2006,91,63,63,-5,12,55,229,0,6,96
Blanca Navidad,Luis Miguel,bolero,2006,90,40,36,-11,7,18,212,6,13,89
Olvídala,Los Palmeras,argentine rock,2004,132,69,77,-5,27,52,290,45,4,68
Do They Know It's Christmas? - 1984 Version,Band Aid,NA,2004,115,64,60,-7,10,35,223,60,6,82
Santa Baby (with Henri René & His Orchestra),Eartha Kitt,adult standards,2002,84,14,70,-12,19,49,206,45,41,68
Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,NA,2001,150,68,58,-5,26,52,232,36,20,81
Feliz Navidad,José Feliciano,latin pop,2001,149,86,49,-7,35,96,182,12,19,86
El Jornalero (El Hijo de Tuta),Lisandro Meza,cumbia,2001,95,72,85,-5,16,96,244,29,14,76
Dan...,Sheila On 7,indonesian pop,1999,125,54,66,-12,11,54,289,0,5,77
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,113,28,73,-12,12,72,156,7,34,94
La Noche,Joe Arroyo,cumbia,1999,106,68,73,-5,6,83,264,6,7,77
8 Days of Christmas,Destiny's Child,dance pop,1999,100,84,69,-1,6,64,210,33,38,96
Happy Xmas (War Is Over),Céline Dion,canadian pop,1998,172,60,34,-5,28,16,255,7,12,83
Ocho Cuarenta,Rodrigo,argentine rock,1998,148,70,61,-10,30,85,355,65,6,81
A Holly Jolly Christmas - Single Version,Burl Ives,adult standards,1998,140,37,67,-13,10,86,133,13,23,90
Petit Papa Noël,Tino Rossi,chanson,1998,105,31,33,-9,6,42,196,74,4,85
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,102,71,76,-10,8,96,224,51,3,54
All I Want for Christmas Is You,Mariah Carey,dance pop,1994,150,63,34,-7,7,35,241,52,4,77
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,22,4,90
Christmas (Baby Please Come Home),Mariah Carey,dance pop,1994,127,78,57,-7,11,70,153,88,3,72
Jingle Bell Rock,Bobby Helms,adult standards,1992,120,42,75,-8,7,81,131,31,30,83
Carol of the Bells,Mykola Dmytrovych Leontovych,post-romantic era,1990,47,11,42,-23,18,80,85,27,7,74
Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,119,65,32,-6,24,47,272,59,3,72
Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,180,58,51,-11,18,87,242,32,6,81
In der Weihnachtsbäckerei,Rolf Zuckowski,german pop,1987,146,45,82,-9,20,92,173,15,56,73
Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,152,72,68,-11,8,96,166,21,6,84
Last Christmas,Wham!,new wave pop,1984,108,48,74,-12,36,95,263,30,6,80
Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,83,42,30,-9,23,34,262,16,4,98
2000 Miles - 2007 Remaster,Pretenders,album rock,1984,66,71,22,-9,10,45,220,37,3,68
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,129,84,67,-4,11,84,126,45,4,70
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,140,67,36,-8,73,41,268,28,6,80
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,95,51,77,-9,7,77,228,14,9,45
Step Into Christmas,Elton John,glam rock,1973,140,93,53,-6,31,82,272,48,7,79
Los sabanales,Calixto Ochoa,cumbia,1971,124,70,80,-6,3,78,162,2,5,87
This Christmas,Donny Hathaway,chicago soul,1971,93,65,63,-9,25,68,231,60,5,75
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,67,5,54
I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,129,71,58,-8,82,61,181,2,7,92
Winter Wonderland,Tony Bennett,adult standards,1968,115,37,45,-14,8,63,134,32,34,76
What Christmas Means To Me,Stevie Wonder,adult standards,1967,167,54,48,-10,8,82,147,59,3,83
O Tannenbaum,Vince Guaraldi Trio,adult standards,1965,123,19,58,-16,13,34,309,37,3,78
Christmas Time Is Here - Vocal,Vince Guaraldi Trio,adult standards,1965,75,14,39,-20,10,9,166,1,4,77
Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,131,55,60,-9,5,97,119,62,6,73
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,72,10,80
It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,202,60,24,-8,12,78,152,16,21,68
Joy To The World,Nat King Cole,adult standards,1962,102,34,55,-10,11,66,85,59,33,92
The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,5,19,67
Rudolph The Red-Nosed Reindeer,Dean Martin,adult standards,1959,136,20,48,-17,9,86,136,61,13,82
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,134,24,45,-14,18,70,117,0,4,78
Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,110,10,61,-14,8,34,136,27,16,79
Blue Christmas,Elvis Presley,adult standards,1957,95,27,47,-17,14,58,129,37,16,83
Mele Kalikimaka (Merry Christmas),Bing Crosby,adult standards,1945,202,22,50,-12,28,62,175,12,7,77
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,15,3,93
